videoId;description;thumbnail;genre
hRrbABG0Tng;bukan cara mencari distributor sembako murah / toko grosir sembako kerap kali dianggap lebih murah dari harga distributornya, ...;https://i.ytimg.com/vi/hRrbABG0Tng/mqdefault.jpg;Homecare|Tutorial|Ecommerce
4dw53DUUvRg;Penyakit dan kehidupan tidak bisa dipisahkan, apa lagi di era kemajuan saat ini. Banyak sekali gaya hidup manusia yang ...;https://i.ytimg.com/vi/4dw53DUUvRg/mqdefault.jpg;Healthcare|Tutorial
bLjF_Y6IjOM;Salam hidup sehat dengan biaya hemat! Kesempatan emas bagi Anda yang sedang mencari bisnis franchise atau waralaba!;https://i.ytimg.com/vi/bLjF_Y6IjOM/mqdefault.jpg;Healthcare
yfobaH77xGE;Vlog keluarga, anak-anak, bisnis, perjalanan, liburan, semua tentang kejadian sehari - hari yang bermanfaat dan meghibur.;https://i.ytimg.com/vi/yfobaH77xGE/mqdefault.jpg;Healthcare|Tutorial
A2Xd7KujFkw;Video ini berisi informasi seputar Ide Bisnis Kesehatan Rumah Sehat Thohiroh yang menjadi Inspirasi Bisnis bagi para pengikut ...;https://i.ytimg.com/vi/A2Xd7KujFkw/mqdefault.jpg;Kuliner|Homecare|Healthcare
6w3U20LOPog;Video kali ini tentang ide bisnis unik yang masih jarang di Indonesia. Membuka usaha sendiri adalah jalan keluar paling logis ...;https://i.ytimg.com/vi/6w3U20LOPog/mqdefault.jpg;Kuliner|Homecare|Healthcare|Tutorial
lC36ULCLD7c;YtCrash - Sederhana tapi Kok Kita Nggak Kepikiran ya?!! Sampai Puntung Rokok pun Bisa Dimanfaatkan 15205-1A ide ...;https://i.ytimg.com/vi/lC36ULCLD7c/mqdefault.jpg;Homecare|Tutorial
soEM1GEG3uY;Tips bisnis kali ini membahas tentang bisnis jasa yang menghasilkan. Apa saja yang perlu diperhatikan? Langsung aja, tonton ...;https://i.ytimg.com/vi/soEM1GEG3uY/mqdefault.jpg;Homecare
mM9tKImCxzU;Bisnis alat terapi kesehatan banyak merk dan model bisnisnya. Salah satu alat terapi kesehatan yang cukup dikenal adalah ...;https://i.ytimg.com/vi/mM9tKImCxzU/mqdefault.jpg;Homecare|Healthcare
1W7XkKb2L5U;Peluang Bisnis Di Bidang Kesehatan Yang Potensial Bidang kesehatan salah satu sektor yang paling krusial dalam kehidupan ...;https://i.ytimg.com/vi/1W7XkKb2L5U/mqdefault.jpg;Healthcare
9NHnPKQyZJY;Review barang barang dagangan.. kali ini kita review jenis2 shampo sachet. pastinya barang2 ini laris poll.;https://i.ytimg.com/vi/9NHnPKQyZJY/mqdefault.jpg;Kuliner|Homecare|Healthcare|Tutorial
V4aqjkXEhmo;Assalamualaikum Beberapa dokter baru lulus perlu menunggu berbagai berkas hingga selanjutnya memiliki SIP dan bisa ...;https://i.ytimg.com/vi/V4aqjkXEhmo/mqdefault.jpg;Healthcare
PanBbo2bgSU;Untuk Endorse & Kerjasama Chanel YouTube Ayu Catur: CP Widya 0821 40000 544 (WA ONLY) Note: WA diatas bukan untuk ...;https://i.ytimg.com/vi/PanBbo2bgSU/mqdefault.jpg;Homecare
cu1kBHNloo8;Pengin buka usaha rentalan / penyewaan, tapi masih bingung apa yang cocok? Mending cek dulu 10 rekomendasi ide usaha ...;https://i.ytimg.com/vi/cu1kBHNloo8/mqdefault.jpg;Homecare|Tutorial
LmRwrh2Uyac;Pantau Terus Video Komunitas YES Indobisa Senin, Rabu Dan Jumat Semoga Menginspirasi Salam Hebat Luar Biasa ...;https://i.ytimg.com/vi/LmRwrh2Uyac/mqdefault.jpg;Kuliner|Homecare|Healthcare
l8myQkPDCt4;Ingin membuka klinik baru? Ingin membuka praktek mandiri? Segala sesuatunya perlu dipersiapkan, apa saja sih yang ...;https://i.ytimg.com/vi/l8myQkPDCt4/mqdefault.jpg;Healthcare|Tutorial
dHUZoxv1G6A;Peluang usaha yang tidak ada matinya akan sangat menguntungkan secara jangka panjang jika pelakunya berhasil ...;https://i.ytimg.com/vi/dHUZoxv1G6A/mqdefault.jpg;Kuliner|Homecare|Healthcare
e3RYIZAoyYY;Video kali ini tentang 8 ide bisnis kreatif yang jarang ada. Cukup banyak usaha kreatif yang bisa Anda jalankan dan Anda coba.;https://i.ytimg.com/vi/e3RYIZAoyYY/mqdefault.jpg;Kuliner|Homecare|Healthcare
tBHeVw7NcKg;https://www.cnbcindonesia.com/investment/20190123174454-23-52052/prospek-bisnis-di-industri-jaga-kesehatan?utm_source= ...;https://i.ytimg.com/vi/tBHeVw7NcKg/mqdefault.jpg;Healthcare
yEQn7G7YOKo;SAINGAN NYA JARANG !! ide usaha yang potensial di tahun 2022 ~ ide usaha di kampung ~ ide usaha assalamualaikum ...;https://i.ytimg.com/vi/yEQn7G7YOKo/mqdefault.jpg;Kuliner|Homecare|Healthcare
kphqDmsPl84;Gaya hidup sehat yang semakin menjamur di ibu kota menjadi pasar baru untuk produk minuman kesehatan seperti Press Jus.;https://i.ytimg.com/vi/kphqDmsPl84/mqdefault.jpg;Kuliner|Healthcare|Tutorial
6tabts6pxHE;Video kali ini tentang cara membuka memulai usaha toko plastik. Dengan menjual aneka kebutuhan plastik tentu akan memiliki ...;https://i.ytimg.com/vi/6tabts6pxHE/mqdefault.jpg;Homecare|Tutorial
EOf-mlWB76U;CUMA INI ALAT USAHA SNACK - USAHA MODAL KECIL UNTUNG BESAR Silahkan datang dan hubungi kami deSnack Jl.,;https://i.ytimg.com/vi/EOf-mlWB76U/mqdefault.jpg;Kuliner|Tutorial
b5PMF5CIsp8;MANFAAT JAHE KUNYIT LENGKUAS SERAI JERUK NIPIS dr Zaidul Akbar | CARA MEMBUAT RAMUAN CINTA BY MUTI Ide ...;https://i.ytimg.com/vi/b5PMF5CIsp8/mqdefault.jpg;Kuliner|Homecare|Tutorial|Review
VRhyJV4_Y-w;membuat alat sederhana sari barang bekas,tapi alat ink sang at membantu terutama bagi pelaku usaha rumahan,usaha ...;https://i.ytimg.com/vi/VRhyJV4_Y-w/mqdefault.jpg;Homecare
n6CfSEzKU94;IDE PRODUK DI ERA PANDEMIK COVID-19 Di tengah wabah virus, bukan berarti Anda harus berhenti berjualan. Banyak ide-ide ...;https://i.ytimg.com/vi/n6CfSEzKU94/mqdefault.jpg;Kuliner|Homecare|Healthcare
Yr6HsvhE5B0;3,5 JUTA PERHARI!! JUALAN INI AWALNYA DIMULAI TANPA MODAL | IDE USAHA MODAL KECIL 2021 Usaha sukses di awali ...;https://i.ytimg.com/vi/Yr6HsvhE5B0/mqdefault.jpg;Kuliner|Tutorial
nmQlUXXbIzk;Tetap Berpikir positif, Berpikir Optimis, Tetap Semangat, Anda Pasti Bisa, silakan menyimak video ini, semoga bermanfaat.;https://i.ytimg.com/vi/nmQlUXXbIzk/mqdefault.jpg;Kuliner|Homecare|Healthcare|Tutorial
7gfmMNkUYnU;9 ide bisnis kecil terbaik untuk pemula di tahun 2022. Mulailah bisnis kecil dengan investasi modal berbiaya rendah di tahun ...;https://i.ytimg.com/vi/7gfmMNkUYnU/mqdefault.jpg;Kuliner|Homecare|Healthcare|Tutorial
zcNfFN8FG3U;BreakdownKuliner CIKI KEBUL! Karena banyak pro dan kontranya tentang pemakaian Nitrogen cair yang katanya berbahaya ini ...;https://i.ytimg.com/vi/zcNfFN8FG3U/mqdefault.jpg;Kuliner|Review
7Eyk44OqqPw;berbagi ilmu ada banyak jalan mencari rezeki, tujuan akhir adalah kematangan ekonomi, selama mau bergerak dan berusaha ...;https://i.ytimg.com/vi/7Eyk44OqqPw/mqdefault.jpg;Homecare|Tutorial|Ecommerce|Marketing
G-bjn-eJE4g;No more buntu-buntu! Cari ide konten dengan lebih mudah lewat metode yang aku jelasin disini. Pssst, metodenya bisa dipake ...;https://i.ytimg.com/vi/G-bjn-eJE4g/mqdefault.jpg;Tutorial|Ecommerce|Marketing
Ko2Cbg2W0uI;TAHUN 2022, TINGGAL BEBERAPA HARI LAGI Belum punya ide berbisnis..simak video diatas.;https://i.ytimg.com/vi/Ko2Cbg2W0uI/mqdefault.jpg;Kuliner|Homecare|Healthcare
RQOahKiMleg;Kabar baik dari anak Indonesia! Berikut adalah beberapa inovasi terbaik anak Indonesia di bidang kesehatan.;https://i.ytimg.com/vi/RQOahKiMleg/mqdefault.jpg;Healthcare|Review
wams0YdFAqY;untungnya lumayan lo . membuat sarung bantal dan mudah banget cara membuatnya . semoga vidio ini bisa memberikan solusi ...;https://i.ytimg.com/vi/wams0YdFAqY/mqdefault.jpg;Homecare|Tutorial
qGcDfZ9ZvIw;Treepod dari Investree kembali lagi, kali ini kami ngobrol dengan salah satu borrower kami yang bergerak dalam bidang ...;https://i.ytimg.com/vi/qGcDfZ9ZvIw/mqdefault.jpg;Healthcare
vzC9x2dNgKw;6 Jenis Ide Bisnis Wirausaha Tak Akan Habis Oleh Zaman, Bisa Ratusan Juta Perbulan di dunia ini banyak bisnis atau pekerjaan ...;https://i.ytimg.com/vi/vzC9x2dNgKw/mqdefault.jpg;Kuliner|Homecare|Healthcare|Tutorial
IN4AVSbz1nw;JURNAL 19, one of the top programs by BINUS TV, presents a variety of information that exists around us. This news program ...;https://i.ytimg.com/vi/IN4AVSbz1nw/mqdefault.jpg;Healthcare
XW2j9xSEL9M;Assalamuallaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya akan membagikan resep-resep yang ...,;https://i.ytimg.com/vi/XW2j9xSEL9M/mqdefault.jpg;Kuliner|Tutorial
vNL8u282VGE;Assalamuallaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya akan membagikan resep-resep yang ...,;https://i.ytimg.com/vi/vNL8u282VGE/mqdefault.jpg;Kuliner|Tutorial
VMM7MMe7eAY;Peluang usaha di desa 2022, Yuk ikuti usaha saya sebulan 5-6 juta bisa di kantongi, resep nya sudah saya bagikan daripada ...;https://i.ytimg.com/vi/VMM7MMe7eAY/mqdefault.jpg;Kuliner|Tutorial
PvGS3fXxSyM;Hallo semua! Selamat datang kembali di Channelku Phonix megawati. Di video kali ini aku mau sharing ke kalian step by stepnya ...;https://i.ytimg.com/vi/PvGS3fXxSyM/mqdefault.jpg;Homecare|Tutorial|Review
7dkbuxRSSK4;Menurut Numerologist tahun 2022 ini serba berpasangan, namanya juga baru saja keluar dari pandemi. Itu pun belum tuntas ...;https://i.ytimg.com/vi/7dkbuxRSSK4/mqdefault.jpg;Tutorial
Xxe0_2Hj0YA;Assalamuallaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya akan membagikan resep-resep yang ...,;https://i.ytimg.com/vi/Xxe0_2Hj0YA/mqdefault.jpg;Tutorial|Marketing
vh24YTccouI;Ada banyak sekali peluang bisnis ditahun 2022 yang mudah untuk dikembangkan, hal tersebut bisa diwujudkan jika kamu ...;https://i.ytimg.com/vi/vh24YTccouI/mqdefault.jpg;Ecommerce|Marketing
AoHXdzV-ewk;Assalamuallaikum Wr. Wb. Hallo selamat datang di channel AYUKK KULINER. Disini saya akan membagikan resep-resep yang ...,;https://i.ytimg.com/vi/AoHXdzV-ewk/mqdefault.jpg;Kuliner|Tutorial
tCptK755QEo;2 Kasus terkait bisnis kotor di tengah pandemic Covid-19 terjadi di Medan, Sumut, yakni tes antigen bekas dan jual beli vaksin ...;https://i.ytimg.com/vi/tCptK755QEo/mqdefault.jpg;Ecommerce|Marketing
NnKrqmC2dXI;Sedang mencari ide barang yang cepat laku dijual online? Dewasa ini, memulai bisnis online memang tidak sesulit yang ...;https://i.ytimg.com/vi/NnKrqmC2dXI/mqdefault.jpg;Ecommerce|Marketing
6I0Y3a844YU;Pada video kali ini, kami menghadirkan 10 pekerjaan yang kami pantau sangat menjanjikan dalam 5 tahun ke depan. Pekerjaan ...;https://i.ytimg.com/vi/6I0Y3a844YU/mqdefault.jpg;Tutorial
1tO9h2az9P8;CERDAS!! CUMA MODAL ALAT DI PUTER.. KENTANG SPIRAL KEKINIAN INI LARIS MANIS | IDE USAHA IDE JUALAN Nama ...;https://i.ytimg.com/vi/1tO9h2az9P8/mqdefault.jpg;Kuliner|Tutorial|Marketing|Review
Ihw9zXR6Xjk;Hai temen-temen ! Divideo kali ini gua ingin kasitau kalian 3 produk yang bisa memberikan kalian Profit / Cuan / Margin Besar loh ...;https://i.ytimg.com/vi/Ihw9zXR6Xjk/mqdefault.jpg;Ecommerce
